11,2,0,6,27,19,0,6,11,0.91111,199,0.55556,0,0.44444,0.30303,0,0,16.273,7,2,1,0,0,-1,-1,0,0,-1,0,0,0,1,0,0,0,0,0,0,1,0,0,-1
1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1,1,1,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1
19,2,0,8,36,141,1,7,15,0.8642,229,0.88889,0,0.6,0.35556,1,1,10.579,4,0.9474,1,1,0,0,0,1,1,0,0,1,1,1,-1,0,-1,-1,0,0,1,0,1,-1
8,1,0,6,31,22,0,6,2,0.94286,324,0,7,0,0.28571,0,0,38.25,5,2,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,1
8,1,0,5,39,24,0,5,2,0.71429,328,0,1,0,0.21429,0,0,39.75,2,1.125,1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0
18,2,0,28,78,135,14,15,9,0.93627,714,0.25,1,0.41379,0.27778,1,1,38,10,2.5,6,0,1,0,-1,-1,0,-1,-1,0,-1,-1,1,0,1,0,1,1,-1,0,-1,1
11,1,0,31,14,15,31,0,9,0.79231,174,0,5,0,0.35,0,0,13.636,7,2,5,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,1,1,1,1
15,1,0,42,48,77,35,8,9,0.8985,304,0.42105,4,0,0.19643,0,0,18,4,1.4,4,-1,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,0,0,-1,0,0,-1,-1,-1,-1
4,1,0,2,19,4,1,1,2,0.66667,139,0,0,0,0.55556,0,0,33.5,3,1.25,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,1,-1,-1,-1
2,1,0,7,7,1,0,7,2,2,15,0,0,0,0.66667,0,0,6.5,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2,0,10,48,34,1,10,16,0.88333,320,0,3,0.54545,0.25,2,3,18.5,5,1.4375,5,1,0,0,1,1,1,0,1,1,1,1,0,0,-1,-1,1,1,1,0,1,0
6,1,0,4,30,9,0,4,2,0.66667,144,0,1,0,0.33333,0,0,22.5,2,1,1,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
4,1,0,7,25,0,3,4,2,0.73333,109,0,2,0,0.41667,0,0,25,2,0.75,3,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,1
8,1,0,6,48,6,0,6,2,0.66667,356,0,3,0,0.25714,0,0,42.375,3,1.75,1,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,-1
10,1,0,7,49,13,1,6,6,0.69444,386,0.5,0,0,0.35,0,0,37.2,11,2.9,2,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0
18,2,0,8,42,81,0,8,17,1,517,0.064516,1,0.54545,0.25926,2,4,26,22,3.9444,1,1,0,0,1,1,1,0,1,1,-1,1,-1,0,-1,-1,1,1,0,0,-1,-1
12,1,0,12,41,0,10,2,9,0.66667,275,0,0,0,0.090909,0,0,21.667,6,2.25,2,-1,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,1,0,0,1,0,-1,-1
10,2,0,7,19,27,3,4,9,0.90123,130,0.66667,1,0.5,0.5,0,0,11.1,3,1.2,1,1,0,0,-1,1,1,-1,0,1,1,1,-1,0,-1,0,0,0,1,0,1,-1
23,1,0,23,65,125,15,10,20,0.87374,530,0.11111,3,0,0.18687,0,0,21.652,6,1.913,3,-1,0,0,1,-1,-1,1,-1,-1,1,-1,-1,-1,0,1,0,0,-1,0,-1,1
27,2,0,10,80,239,0,10,22,0.93803,565,0.055556,2,0.4186,0.24074,2,3,19.259,10,1.8519,3,1,0,0,0,1,1,0,0,1,1,1,-1,0,-1,1,1,1,1,1,1,-1
6,1,0,3,25,11,1,2,3,0.68,154,0.6,0,0,0.44,0,0,23.833,8,2.3333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
5,1,0,7,31,10,0,7,2,0.875,145,0,0,0,0.3,0,0,27.6,3,1.4,3,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,-1,-1,0
8,1,0,3,30,12,0,3,2,0.66667,228,0,1,0,0.32143,0,0,26.75,4,1.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,1,0,20,63,103,17,6,12,0.91071,757,0,0,0,0.15476,0,0,48.933,11,3,3,0,0,0,1,1,0,1,1,0,-1,-1,0,0,0,-1,0,0,-1,0,-1,-1
4,1,0,2,10,0,1,1,3,0.66667,43,1,1,0,0.66667,0,0,9,2,0.75,2,1,0,0,-1,1,0,-1,0,0,-1,1,1,1,0,0,0,0,-1,0,-1,-1
16,3,1,8,40,0,1,7,13,0.66667,306,0.6,0,0.75556,0.32292,1,13,17.813,6,1.375,3,-1,0,-1,-1,1,-1,-1,1,-1,1,1,-1,0,1,-1,0,1,1,1,1,-1
19,2,1,9,43,85,2,7,13,0.7037,285,0.66667,1,0.52941,0.19079,1,3,13.842,5,1.8947,4,-1,0,-1,-1,1,-1,-1,1,0,1,-1,-1,0,1,-1,0,0,1,0,1,1
16,2,0,5,41,74,0,5,13,0.91667,853,0.375,0,0.36364,0.24444,1,1,51.813,7,2,2,1,0,0,-1,1,1,0,-1,1,0,1,0,0,-1,1,0,0,-1,0,1,-1
50,1,2,46,90,637,38,12,43,0.81487,778,0.5,5,0,0.14914,0,0,14.28,6,2.08,9,-1,0,1,-1,0,-1,-1,1,-1,1,1,-1,1,0,1,0,0,1,1,1,1
22,2,0,9,51,95,3,7,18,0.88889,414,0.13333,1,0.48649,0.19886,2,3,17.136,6,1.5455,1,1,0,0,1,1,1,0,1,1,1,1,-1,0,-1,-1,1,1,1,0,1,-1
