24,3,0,17,118,72,2,15,17,0.85145,1066,0.91667,1,0.61667,0.18519,3,4,42.917,6,1.7083,2,-1,0,0,-1,-1,-1,-1,0,-1,1,-1,-1,-1,1,1,0,-1,1,0,1,-1
12,3,0,11,38,2,2,10,8,0.40909,224,1,0,0.73171,0.19792,2,3,17.5,4,1.8333,2,-1,0,0,0,-1,1,-1,1,-1,1,-1,0,0,1,1,0,0,-1,0,-1,1
20,4,0,13,97,116,1,13,16,0.86842,895,1,0,0.7625,0.19,4,4,42.85,1,0.95,2,-1,0,0,1,-1,-1,0,1,-1,-1,1,0,-1,1,1,1,1,1,-1,-1,-1
30,1,0,31,65,303,29,4,26,0.68966,634,1,0,0,0.17734,0,0,20.033,18,2.2333,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,1,1,1,-1
9,2,0,17,73,14,7,16,4,0.725,432,1,5,0.70833,0.275,1,1,46.444,1,0.7778,1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,1,1,0,0,1,0,-1,0
3,2,0,9,28,3,1,8,2,2,155,0,0,0.92,1,1,1,50.667,11,4,1,-1,0,0,1,-1,-1,0,1,-1,1,-1,-1,0,1,0,1,1,1,0,1,0
22,5,1,17,73,151,4,15,14,0.84848,618,1,0,0.72,0.22159,0,0,26.591,7,1.6364,1,-1,0,0,1,-1,-1,1,1,-1,-1,-1,0,-1,1,1,0,0,-1,1,-1,0
18,1,2,23,68,151,16,9,17,1.0392,413,0.16667,0,0,0.15278,0,0,21.611,4,1.5,1,0,0,0,-1,0,0,-1,1,0,-1,1,1,0,0,0,0,0,1,0,0,0
20,1,0,3,50,74,2,2,18,0.6,721,1,2,0,0.28125,0,0,34.8,7,2.4,1,-1,0,0,-1,-1,-1,-1,0,0,-1,1,0,0,0,1,0,0,1,0,1,-1
35,1,0,12,79,333,2,11,31,0.75163,487,1,6,0,0.16786,0,0,12.657,7,1.7143,3,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,1,0,0,-1,0,1,1
53,1,1,37,119,1112,28,9,28,0.84266,1739,1,2,0,0.24451,0,0,31.396,23,2.8113,2,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,-1,-1,-1,-1
15,1,2,8,23,67,6,2,9,0.71429,170,1,0,0,0.51667,0,0,9.9333,2,1,1,-1,0,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,0,-1,0,0,-1,0,0,0
19,5,0,14,45,25,4,10,16,0.48889,458,0.8,0,0.85047,0.29825,4,15,22.579,4,1.8421,3,1,-1,0,1,1,1,0,1,1,1,1,-1,0,-1,1,-1,-1,1,0,1,1
17,1,0,4,58,130,1,4,5,0.92188,630,0.25,0,0,0.12941,0,0,35.824,4,2.1176,1,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,1,0,0,1,-1,1,-1
50,3,2,55,123,919,25,30,47,0.78426,918,1,1,0.38462,0.064444,2,5,17.22,6,1.88,2,-1,0,-1,1,1,-1,1,1,-1,1,-1,0,-1,1,1,0,1,1,-1,1,-1
8,3,0,15,77,6,1,14,5,0.8254,585,1,1,0.84091,0.35,0,0,71,10,3.875,2,-1,0,0,0,-1,-1,0,0,-1,-1,-1,0,0,1,1,-1,-1,1,-1,-1,0
31,3,2,20,97,307,3,17,24,0.88413,1137,1,2,0.55224,0.20968,2,2,35,18,1.871,4,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1,1,1,-1,-1,-1,-1
2,2,0,9,28,1,1,8,2,2,268,0,0,0.95833,1,1,1,133,1,0.5,1,0,0,0,1,-1,0,0,1,0,0,-1,0,0,0,0,0,0,-1,0,0,1
