12,2,0,10,35,24,0,10,11,0.99413,531,0.064516,2,0.66667,0.36667,2,4,40.667,23,5.0833,2,-1,0,0,1,-1,-1,0,1,-1,-1,1,0,1,1,1,0,0,1,1,1,1
6,1,0,3,9,9,1,2,6,0.86667,44,0,0,0,0.45833,0,0,5.8333,2,1.1667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,1,2,20,42,91,9,11,9,1.0513,247,0,0,0,0.13462,0,0,16.429,3,1.2857,1,0,0,1,1,1,0,1,0,-1,-1,1,0,0,0,-1,0,0,1,0,1,-1
13,3,1,10,42,0,2,8,11,0.72917,289,0.5,0,0.80488,0.24786,1,10,20.923,5,1.2308,1,-1,0,1,0,-1,-1,1,-1,-1,-1,-1,0,0,1,1,0,0,-1,0,-1,0
12,1,0,12,41,0,10,2,9,0.66667,275,0,0,0,0.090909,0,0,21.667,6,2.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
10,1,2,40,13,15,40,0,8,0.81197,169,0,5,0,0.33333,0,0,14.6,7,2.1,1,-1,0,1,1,-1,0,1,0,-1,1,-1,0,0,0,-1,0,0,1,0,1,-1
6,1,0,7,21,0,5,2,5,0.9,274,0.2,0,0,0.46667,0,0,43,5,2.8333,1,0,0,0,-1,0,0,-1,0,0,1,-1,0,0,0,0,0,0,-1,-1,-1,1
7,1,0,28,16,9,28,1,6,1,91,0.75,0,0,0.33333,0,0,11.429,3,1.2857,2,-1,0,0,-1,-1,1,-1,0,-1,1,-1,1,0,0,0,0,0,-1,-1,-1,1
9,1,0,53,27,20,50,4,6,0.89423,151,0.076923,2,0,0.23214,0,0,14.333,3,1.3333,2,-1,0,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,1,0,0,-1,-1,-1,-1
4,1,0,0,15,6,0,0,4,2,73,0,0,0,0.33333,0,0,17.25,1,0.75,3,0,0,0,-1,-1,1,-1,-1,1,1,-1,0,0,0,-1,0,0,-1,-1,-1,1
7,1,0,5,35,15,0,5,2,0.75,179,0,1,0,0.25,0,0,24,2,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,-1,0,0,1,0,0,1
20,2,2,17,46,58,9,8,15,0.64912,413,0.66667,2,0.54545,0.2375,1,3,19.2,7,1.65,1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,1,1,-1
10,2,0,6,33,33,0,6,9,0.93333,321,0.6,0,0.47059,0.325,1,1,30.6,5,1.7,2,-1,0,0,1,-1,-1,0,1,-1,1,-1,1,0,1,1,0,0,-1,-1,-1,0
49,1,3,60,96,688,53,12,42,0.82895,800,0.47368,5,0,0.15064,0,0,14.939,6,2.1429,9,-1,0,1,1,1,1,1,0,-1,1,1,-1,0,0,1,0,0,1,0,1,0
9,1,0,22,9,36,18,4,9,2,9,0,0,0,0.25926,0,0,0,1,1,1,-1,0,0,1,-1,-1,1,0,-1,0,-1,0,0,0,1,0,0,0,0,0,1
14,2,0,6,26,83,1,5,10,0.87179,157,1,0,0.72,0.38462,1,1,9.7857,4,0.7143,1,-1,0,0,-1,-1,-1,0,-1,-1,1,-1,1,0,1,1,0,0,-1,0,-1,0
13,2,0,9,62,52,0,9,8,0.93981,449,0,2,0.62069,0.34615,2,3,32.154,10,2.3846,3,-1,0,0,-1,-1,-1,0,-1,-1,1,-1,-1,0,1,1,0,0,1,0,1,0
19,2,0,28,79,153,16,14,9,0.93981,754,0.25,1,0.4,0.25731,1,1,38.053,10,2.4211,2,1,0,0,0,1,1,1,-1,0,1,1,0,0,-1,-1,0,0,1,0,-1,-1
10,2,0,7,27,29,1,7,8,0.91111,145,0.2,1,0.85455,0.77778,1,4,13,3,1.4,1,-1,0,0,-1,-1,-1,0,-1,-1,1,-1,-1,0,1,1,0,1,1,0,-1,0
5,1,3,8,6,10,6,2,5,1.25,13,0,1,0,0.46667,0,0,0.8,1,0.8,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,2,0,8,43,41,3,6,10,0.84615,359,0.15385,1,0.62069,0.2449,2,3,23.714,6,1.6429,1,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,1,0,1,1,0,0,1,0,1,0
8,1,0,6,49,6,0,6,2,0.66667,389,0,3,0,0.25714,0,0,46.5,3,1.75,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8,1,0,15,41,8,4,14,2,0.95604,691,0.46154,3,0,0.375,0,0,82.125,21,6.25,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,1
7,1,0,3,27,5,0,3,2,0.56667,196,0,1,0,0.33333,0,0,26.286,4,1.7143,1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,1,0,0,-1,0,-1,0
13,1,0,22,54,76,20,6,10,0.86111,537,0,0,0,0.18333,0,0,39.846,11,3,3,-1,0,0,1,-1,-1,1,0,-1,-1,-1,0,0,0,1,0,0,-1,0,0,0
7,1,0,4,13,0,3,1,7,0.36667,236,0,1,0,0.52381,0,0,32,6,2.5714,1,0,0,0,1,0,0,1,0,0,1,-1,0,0,0,0,0,0,-1,-1,-1,1
12,2,0,9,39,14,0,9,12,0.86364,174,0,3,0.62069,0.375,2,3,13,4,1.3333,5,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,0,0,-1,-1,-1,0
9,2,0,13,18,30,9,4,8,0.9375,114,0.625,1,0.53333,0.51852,0,0,10.778,3,1.2222,1,-1,0,0,1,-1,1,1,0,-1,1,-1,-1,0,1,1,0,0,-1,0,1,0
5,2,2,5,17,2,4,1,2,0.625,95,0.33333,0,0.93846,0.46667,1,1,16.8,3,1.4,2,0,0,1,1,0,1,1,0,0,1,-1,1,0,0,0,0,0,-1,0,0,1
12,1,0,21,43,24,15,7,9,0.70455,346,0.25,3,0,0.27273,0,0,27.5,6,2.1667,2,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,1,0,0,1,0,0,1,0,1,-1
8,1,0,4,38,24,0,4,2,0.71429,322,0,1,0,0.21429,0,0,39,2,1,1,0,0,0,-1,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,-1,0
