9,6,0,9,34,28,0,9,6,0.8125,166,1,0,0.95062,0.4,4,9,17.222,2,1,1,-1,0,0,-1,1,-1,0,-1,0,-1,1,0,-1,0,1,1,0,1,0,1,1
4,2,0,4,15,0,1,3,4,0.33333,109,1,0,0.75,0.5,0,0,25.75,1,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,4,0,12,82,83,1,12,11,0.96015,1238,1,1,0.82105,0.18182,2,2,66.056,8,1.8333,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,0
9,3,0,4,41,14,0,4,8,0.79167,334,1,0,0.82222,0.35556,1,1,35.444,11,2,1,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,1,1,0,0,1,-1,-1,-1
6,3,0,7,24,9,4,4,5,0.8,231,0.5,0,0.88095,0.26667,1,1,37.167,1,0.8333,1,-1,0,0,1,-1,-1,1,-1,-1,-1,-1,0,0,1,-1,0,0,1,0,-1,1
19,1,8,23,92,81,8,15,4,0.71256,899,1,9,0,0.23016,0,0,45.105,30,4.2632,1,-1,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,0,0,1,0,1,0
7,6,0,9,32,13,0,9,4,0.75,150,1,0,0.9625,0.4,4,9,20.143,2,1,1,-1,0,0,-1,1,-1,0,-1,0,-1,1,0,-1,0,1,1,0,1,0,1,1
9,2,0,5,20,0,3,2,9,0.5,141,1,0,0.6,0.41667,0,0,14.222,1,0.6667,1,-1,0,0,-1,-1,0,-1,0,-1,-1,-1,0,0,1,1,0,0,-1,0,-1,1
23,3,1,14,73,151,1,13,23,0.92172,668,0.77778,2,0.62712,0.20773,3,3,27.261,26,2.3913,1,-1,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0,1,1,0,0,1,-1,-1,1
11,4,0,17,83,11,0,17,9,0.91667,671,0.25,2,0.88636,0.25,2,2,58.909,2,1,1,-1,0,0,0,-1,-1,0,0,0,0,-1,0,0,1,-1,0,0,1,0,0,0
31,3,0,20,103,209,0,20,25,0.82,673,1,2,0.55224,0.16129,1,3,20.387,2,1.0323,1,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,1,1,0,0,1,0,-1,-1
34,4,1,25,138,421,3,22,17,0.86364,1740,1,0,0.70909,0.14205,4,4,49.647,4,1.1471,2,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,-1,-1
27,3,1,19,80,249,4,15,18,0.86923,607,1,2,0.5873,0.16667,0,0,20.926,3,1.1481,1,-1,0,0,0,-1,-1,0,0,-1,1,-1,0,-1,1,-1,0,0,1,-1,-1,1
26,4,0,18,89,219,1,18,18,0.89684,881,1,4,0.75728,0.22115,3,4,32.154,3,1.1538,1,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,1,-1,0,0,1,0,1,-1
11,5,0,13,30,5,4,9,9,0.65,168,1,0,0.91,0.32727,2,10,13.909,3,1.2727,1,-1,0,0,-1,-1,-1,0,-1,-1,1,-1,1,0,1,1,-1,-1,-1,-1,-1,-1
19,3,0,16,117,35,1,15,11,0.82323,849,0.90909,1,0.67273,0.30526,2,3,43.105,12,2.2105,1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,1,1,-1,-1,1,1,1,-1
18,4,0,13,90,87,1,13,14,0.84926,778,1,0,0.78205,0.18889,4,4,41.333,1,0.9444,1,-1,0,0,0,-1,-1,0,0,-1,-1,-1,0,0,1,-1,0,0,-1,0,-1,-1
21,3,0,10,82,184,1,9,10,0.68333,719,1,2,0.6,0.22619,1,3,33.095,4,1.9048,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,0,1,1,-1,-1,1
19,1,0,12,103,133,1,12,3,0.81373,1720,0.88235,0,0,0.14141,0,0,88.632,11,2.5263,1,-1,0,0,-1,-1,-1,0,-1,-1,1,-1,-1,0,0,-1,0,0,1,-1,-1,1
81,3,0,35,213,2518,7,35,74,0.94,2199,0.96667,10,0.31897,0.1375,3,3,25.778,13,1.6543,2,-1,0,0,0,-1,-1,0,0,-1,-1,-1,-1,0,1,1,0,0,-1,0,-1,-1
5,2,0,1,20,0,1,0,4,0.75,106,0.33333,0,0.92157,0.46667,0,0,19.6,2,1,1,-1,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,0,-1,-1,-1,1
13,1,2,9,20,46,7,2,8,0.66667,111,1,0,0,0.61538,0,0,7.2308,1,0.7692,1,-1,0,0,1,-1,-1,1,0,-1,-1,-1,0,0,0,1,0,0,-1,-1,-1,0
10,1,0,10,47,11,1,9,10,0.75,329,1,3,0,0.2125,0,0,31.1,6,1.5,1,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,1,0,0,-1,-1,-1,-1
29,1,0,28,120,396,25,6,25,0.92857,1348,0.8,0,0,0.27857,0,0,45.31,29,2.6207,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,0,0,-1,0,-1,-1
40,3,1,17,99,664,2,15,31,0.91819,855,0.95238,2,0.48684,0.19444,0,0,19.85,8,1.6,1,-1,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,1,-1,0,0,-1,-1,-1,1
15,1,0,12,69,39,0,12,12,0.93254,614,1,1,0,0.34286,0,0,38.733,10,2.7333,1,-1,0,0,-1,-1,-1,0,-1,0,-1,-1,0,0,0,1,0,0,1,1,1,1
24,1,0,31,85,218,12,20,18,0.77681,708,0.93333,6,0,0.13834,0,0,27.875,7,1.75,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,-1,-1,-1,-1
